nd ,Gender,Country,Age,Income,Marital-Stat5,workclass,credit-score,Learning,Tenure,Balance,Products,Education,Occupation,Target
7885,0,0,32,360000,0,4,171,2,2,101058,1,3,3,0
7886,1,0,39,190000,1,1,166611,6,6,107820,5,1,0,1
7887,1,2,56,80000,0,0,89088,4,4,103400,3,1,0,1
7888,0,0,37,180000,0,2,491,3,2,100000,1,3,3,0
7889,0,0,23,80000,1,0,72364,4,4,102756,3,1,0,0
7890,0,1,23,50000,0,0,33239,-1,4,106010,3,1,0,0
7891,1,0,26,240000,0,0,27967,4,4,110016,3,1,0,0
7892,0,0,32,150000,1,0,17594,4,4,101609,3,1,2,0
7893,0,1,41,50000,1,0,46857,4,4,102000,3,2,0,0
7894,0,2,26,180000,0,0,60258,4,4,102130,3,1,0,0
7895,1,0,30,60000,0,0,4419,4,4,101500,3,1,0,1
7896,1,2,27,140000,1,4,-488,5,2,100000,1,3,3,0
7897,1,1,45,50000,1,0,29287,4,4,101600,3,1,0,0
7898,1,2,34,350000,0,0,147070,4,4,107331,3,1,0,0
7899,0,2,31,230000,0,2,2155,3,6,102010,2,2,0,0
7900,0,1,31,110000,3,0,89955,4,4,107908,3,1,0,0
7901,1,1,44,80000,0,0,10350,4,4,101199,3,1,0,0
7902,1,2,34,150000,0,0,56142,4,4,110115,3,1,0,0
7903,0,2,37,450000,0,0,71985,3,4,115000,3,1,0,0
7904,1,2,40,360000,1,4,5772,2,2,111694,-1,3,3,0
7905,0,1,40,180000,0,4,0,2,2,100000,1,3,3,1
7906,0,1,58,50000,1,0,50019,4,4,101400,3,1,0,0
7907,1,2,33,160000,0,1,146129,-1,6,115000,3,1,0,1
7908,0,2,30,100000,0,1,14729,3,4,100000,3,2,2,0
7909,0,0,37,300000,1,2,15695,3,3,111551,2,2,2,0
7910,1,0,45,200000,1,1,2500,7,6,100000,5,0,1,1
7911,0,0,42,210000,1,0,109919,4,4,111488,3,1,0,0
7912,0,0,43,150000,1,4,5446,2,2,106682,1,3,3,0
7913,1,2,45,190000,1,0,181814,4,4,107035,3,1,0,0
7914,0,0,35,80000,1,2,7961,3,3,120004,2,2,0,0
7915,1,1,25,200000,0,4,848,2,2,100753,1,2,2,0
7916,0,1,36,10000,0,0,4945,4,4,101300,3,1,0,0
7917,0,0,47,160000,1,3,1857,3,6,100000,2,2,2,1
7918,0,2,30,50000,0,2,14855,3,3,107468,2,2,2,0
7919,0,2,30,280000,0,2,8010,-1,3,103375,2,2,2,0
7920,0,0,25,80000,1,0,76117,4,4,102300,3,1,0,0
7921,0,0,28,200000,0,2,4571,3,3,100000,5,0,3,0
7922,0,1,40,120000,0,0,31543,4,4,101600,3,1,0,1
7923,1,0,41,50000,1,0,45422,4,4,101916,3,1,0,0
7924,1,0,30,50000,1,1,49371,5,6,101800,3,1,0,1
7925,0,0,29,60000,1,0,63578,4,4,102188,3,1,0,0
7926,0,2,30,280000,0,0,36269,4,4,110300,3,1,0,0
7927,0,0,30,300000,0,4,19333,2,2,119333,1,3,3,0
7928,0,2,27,220000,0,2,471,3,3,105272,3,1,2,0
7929,0,0,41,360000,1,0,4528,4,4,102000,3,1,0,0
7930,0,2,66,140000,1,4,0,5,2,100000,1,2,1,0
7931,0,0,24,90000,0,0,76453,4,4,102500,-1,1,0,0
7932,1,1,41,50000,1,1,26915,5,6,100000,5,1,0,0
7933,0,0,39,110000,0,0,109221,4,4,104230,3,1,0,0
7934,1,0,39,40000,0,0,40034,4,4,102027,3,1,2,0
7935,0,2,45,290000,1,2,664,3,3,100000,2,2,2,0
7936,1,0,25,20000,0,0,3400,4,4,101000,1,2,0,0
7937,0,1,25,80000,1,2,550,3,6,101606,2,2,2,0
7938,1,1,31,150000,0,2,4213,3,3,105914,2,2,2,0
7939,1,0,35,100000,0,1,24524,6,6,103500,-1,1,1,0
7940,0,2,26,50000,0,0,48338,4,4,103008,3,1,0,0
7941,0,2,34,460000,1,0,11689,3,4,102000,3,1,0,0
7942,0,1,35,390000,0,0,355215,4,4,113802,3,1,0,1
7943,0,0,32,300000,0,0,114690,-1,4,104682,3,1,0,0
7944,1,2,28,200000,0,2,2393,3,3,101731,2,2,2,0
7945,0,1,25,30000,1,0,26277,-1,4,102000,3,1,0,0
7946,1,0,34,20000,0,0,16912,4,2,100000,-1,2,0,0
7947,0,1,46,200000,0,4,13929,2,2,102837,1,3,3,0
7948,0,0,37,80000,0,0,21054,4,4,101365,3,1,0,0
7949,1,2,36,50000,0,0,45010,4,4,101919,3,1,0,0
7950,0,1,40,90000,1,1,40467,5,6,102000,5,0,1,0
7951,0,2,28,400000,1,0,181178,4,2,104000,1,2,2,1
7952,0,0,34,30000,1,2,27816,4,3,101260,3,1,2,0
7953,0,0,47,120000,1,0,112448,4,4,106500,3,1,0,0
7954,0,0,27,70000,0,0,67661,-1,4,103409,3,1,0,0
7955,1,0,38,210000,0,0,101776,4,3,101032,2,2,3,0
7956,0,2,27,360000,0,2,949,3,3,100040,3,1,2,0
7957,0,0,42,280000,1,4,396,2,2,100396,1,3,3,0
7958,0,2,37,200000,0,0,83000,4,4,102500,3,1,0,0
7959,0,2,30,250000,0,0,77245,4,6,108722,3,1,1,0
7960,1,0,27,80000,0,1,53576,5,6,100000,5,0,1,1
7961,0,2,33,90000,0,0,55937,4,4,102100,3,1,0,0
7962,0,0,50,30000,0,0,27284,4,6,104664,3,1,0,0
7963,1,0,27,240000,0,0,81861,-1,4,115000,3,1,0,0
7964,0,0,56,260000,1,0,2338,4,2,100000,-1,2,0,0
7965,1,2,32,420000,0,0,90875,-1,4,104118,5,1,0,0
7966,0,2,36,460000,0,2,58312,3,3,136570,3,1,2,0
7967,0,0,37,180000,1,4,-1279,5,3,100000,3,1,0,0
7968,0,0,43,300000,1,4,0,2,2,100000,1,3,3,1
7969,0,0,43,400000,1,4,0,5,2,100000,1,2,2,0
7970,1,1,40,50000,0,0,43530,4,4,102000,3,1,0,1
7971,1,0,28,100000,0,0,72610,4,4,103500,3,1,0,0
7972,0,3,41,200000,1,4,0,5,3,100000,2,3,2,0
7973,1,0,25,90000,0,0,2381,4,3,101800,2,1,2,0
7974,0,2,24,20000,0,2,1371,3,6,100796,2,1,2,0
7975,0,2,42,380000,1,2,7079,3,3,110437,2,3,3,0
7976,0,1,52,50000,1,0,11463,4,4,101500,3,1,0,0
7977,0,1,58,230000,1,4,0,5,3,100000,2,2,0,0
7978,0,2,34,280000,1,0,232834,4,4,109001,3,1,0,0
7979,0,0,23,90000,0,0,23362,4,4,109025,3,1,0,0
7980,0,1,44,300000,0,4,0,2,2,100000,1,3,3,1
7981,0,0,38,150000,1,4,0,2,2,100000,1,3,2,1
7982,0,0,43,200000,1,0,2893,4,2,100000,2,2,3,0
7983,1,0,52,130000,1,1,6954,3,3,100012,2,1,0,0
7984,0,0,44,400000,1,4,0,5,3,100000,2,2,2,0
7985,0,0,26,90000,0,1,88103,6,6,108300,5,1,0,1
7986,0,1,37,80000,3,4,7070,-1,2,103087,1,3,3,0
7987,1,2,32,250000,0,1,2500,7,6,100000,5,0,1,1
7988,1,0,40,250000,0,4,0,5,2,100000,1,3,3,0
7989,0,0,41,140000,1,0,41814,4,4,102500,3,1,1,0
7990,0,0,22,50000,0,0,50342,4,4,101896,3,1,0,0
7991,0,2,25,240000,0,2,0,-1,3,100587,2,2,3,0
7992,1,2,47,390000,0,2,0,5,3,103760,1,2,2,0
7993,0,2,29,220000,0,4,-12,2,3,100000,2,2,3,0
7994,0,0,22,80000,0,2,3436,3,3,103473,3,1,2,0
7995,1,2,31,470000,0,0,99931,4,4,105070,3,1,0,0
7996,1,3,46,160000,0,0,169746,4,4,104318,3,3,3,0
7997,0,2,27,90000,0,4,0,5,2,100000,1,3,3,0
7998,0,2,30,200000,0,2,4800,3,3,102040,2,2,2,0
7999,0,0,56,280000,1,0,284204,4,4,110261,3,1,0,1
8000,0,2,45,170000,1,0,166388,4,4,107300,-1,1,0,0
8001,0,0,44,360000,1,4,0,5,2,100000,1,3,3,1
8002,1,0,35,180000,1,1,32082,5,4,100000,3,1,0,0
8003,0,0,25,20000,0,0,19223,4,4,101293,3,1,0,1
8004,0,4,35,220000,1,2,1849,3,3,100326,2,2,2,0
8005,0,2,30,120000,0,2,3333,3,3,100000,2,2,2,0
8006,0,2,44,210000,1,2,360,3,3,100360,2,2,0,0
8007,0,2,25,70000,0,0,71106,4,4,103292,3,1,0,0
8008,0,2,25,80000,0,1,259,3,6,100000,-1,3,3,0
8009,0,2,36,120000,0,0,71199,4,4,102574,3,1,0,0
8010,1,1,41,50000,0,0,48619,4,4,102100,3,1,0,0
8011,1,2,39,50000,1,2,8086,3,3,121012,2,2,2,0
8012,1,1,44,50000,1,0,19951,-1,4,101282,3,1,0,0
8013,0,2,22,50000,0,0,2416,4,2,100000,-1,3,3,0
8014,0,0,27,140000,1,4,444,2,2,100000,1,3,3,1
8015,0,2,44,150000,1,2,1365,3,3,100000,3,1,2,0
8016,1,2,28,50000,0,0,18771,4,3,110000,2,2,2,0
8017,1,2,70,130000,1,4,0,5,2,100000,1,3,3,1
8018,0,2,27,300000,0,2,42189,3,3,183754,3,1,0,0
8019,0,0,38,220000,1,0,166513,6,4,107400,3,1,0,0
8020,1,0,29,30000,0,1,21959,6,6,103400,5,0,1,0
8021,0,2,27,130000,0,2,0,5,4,101386,2,2,0,0
8022,0,2,34,130000,0,0,76589,4,4,103400,3,1,0,0
8023,0,0,34,170000,1,4,-270,5,3,100000,2,3,3,0
8024,1,2,49,130000,0,1,68739,6,6,103000,-1,0,1,1
8025,0,2,24,350000,0,1,86342,6,4,100000,3,0,0,1
8026,1,2,33,360000,1,2,2040,3,3,100897,2,2,2,0
8027,0,2,44,220000,1,0,208858,3,4,107611,3,1,0,0
8028,1,0,27,50000,0,0,50902,4,4,102128,3,1,0,0
8029,0,3,23,30000,0,1,2826,6,3,100000,2,2,2,0
8030,0,2,25,150000,0,0,42437,4,4,102265,3,1,0,0
8031,0,0,34,220000,1,2,387,3,3,101086,2,2,2,0
8032,0,2,46,210000,1,2,110346,3,3,141986,2,2,2,0
8033,1,2,31,500000,0,0,30056,4,3,106000,-1,2,2,0
8034,1,1,49,280000,1,2,4792,3,3,103410,2,2,2,0
8035,0,0,33,270000,1,2,1481,3,4,103952,-1,1,0,0
8036,0,0,24,60000,1,0,23851,4,4,101700,3,1,1,1
8037,1,0,30,50000,0,2,0,5,3,100676,2,1,0,0
8038,0,2,30,290000,0,0,284239,4,4,111000,3,1,0,1
8039,0,0,38,100000,1,1,750,7,6,100000,6,4,4,0
8040,0,0,35,100000,0,2,1046,3,3,102702,2,2,0,0
8041,0,0,36,200000,1,2,371,-1,3,137647,2,2,2,0
8042,0,0,41,320000,1,4,2555,2,2,107100,-1,3,3,0
8043,0,0,31,500000,1,2,2181,3,3,105700,3,1,0,0
8044,1,0,42,50000,0,0,47612,3,4,102113,3,1,0,0
8045,1,2,40,200000,1,4,820,2,2,100820,1,3,3,0
8046,0,0,40,60000,1,0,58127,4,4,102800,3,1,0,0
8047,0,0,35,210000,1,2,1338,3,3,101508,2,2,2,0
8048,1,0,25,20000,0,3,20610,8,6,100000,3,1,0,1
8049,1,0,25,50000,0,0,46980,4,4,101910,3,1,0,1
8050,1,2,32,220000,0,2,17715,3,3,100316,3,1,2,0
8051,0,2,33,290000,1,0,88176,-1,4,101354,5,0,1,1
8052,1,2,30,200000,0,0,70185,4,4,103000,3,1,2,0
8053,1,2,39,500000,1,0,15776,6,4,103004,5,0,1,1
8054,0,2,30,360000,0,0,70701,4,4,110000,3,1,0,0
8055,1,0,39,130000,1,0,1240,4,3,100000,3,2,2,0
8056,0,2,30,360000,0,2,23725,3,4,161137,3,2,2,0
8057,0,1,33,90000,0,0,130765,4,4,104800,3,1,2,0
8058,0,0,24,50000,0,1,48861,5,4,102000,3,1,0,1
8059,0,0,62,230000,1,0,167635,4,4,106474,3,1,0,0
8060,0,2,27,500000,0,0,3715,4,3,102013,-1,3,2,0
8061,0,2,42,500000,0,2,30439,3,3,101844,5,2,2,1
8062,0,0,46,120000,1,0,80324,4,4,103458,3,1,0,0
8063,1,0,41,50000,1,0,48729,4,4,101000,1,3,2,0
8064,1,2,55,280000,1,2,2326,3,4,104917,3,0,2,0
8065,0,2,23,50000,0,0,50933,4,4,102400,3,1,0,0
8066,0,0,42,320000,1,2,2862,3,3,118729,2,2,2,0
8067,1,0,33,20000,1,0,4128,4,4,101500,3,1,0,1
8068,0,0,25,180000,0,0,175063,4,4,105000,3,1,0,0
8069,0,1,56,90000,1,0,59524,4,4,102670,3,1,0,0
8070,0,0,40,90000,2,1,89762,5,4,103000,3,1,1,0
8071,1,0,38,30000,0,0,20996,4,4,105000,3,1,0,1
8072,0,1,47,50000,1,2,1091,4,3,100390,2,2,0,0
8073,1,2,28,210000,0,4,0,5,2,100000,1,3,3,0
8074,1,0,44,30000,0,4,0,5,2,100000,1,3,3,0
8075,1,2,52,360000,1,2,14432,3,3,115329,2,1,2,0
8076,1,0,35,280000,1,0,278948,-1,4,110609,3,1,0,0
8077,0,1,26,60000,0,0,58643,4,4,102100,3,1,0,0
8078,1,0,51,120000,1,0,115771,4,4,105829,3,1,1,1
8079,0,1,25,200000,0,0,7930,4,4,101343,3,2,2,0
8080,1,2,57,200000,1,2,1964,3,3,102698,3,1,0,0
8081,0,1,44,180000,1,4,0,5,2,100000,-1,3,3,0
8082,1,1,45,240000,0,1,221341,5,4,107000,3,1,0,0
8083,1,1,41,210000,1,2,390,3,6,101732,3,1,2,1
8084,0,0,50,160000,1,2,1261,3,3,102261,-1,2,2,1
8085,0,0,29,350000,1,2,8760,3,3,105932,2,2,2,0
8086,0,1,52,110000,1,1,23969,5,4,100000,3,1,1,0
8087,1,1,46,150000,1,0,96396,-1,4,104073,3,1,0,0
8088,0,0,32,80000,1,0,77808,4,4,103000,3,1,0,0
8089,0,2,44,200000,0,4,0,2,2,100000,1,3,3,0
8090,0,0,29,200000,1,0,73700,4,4,103304,-1,1,0,0
8091,0,0,34,500000,0,0,367463,4,4,110584,3,1,0,0
8092,0,0,24,20000,0,1,9739,5,7,103023,5,2,0,0
8093,0,2,38,210000,0,4,0,2,2,100000,1,3,3,0
8094,0,0,37,230000,1,1,72514,6,6,105118,3,1,0,1
8095,0,2,49,200000,1,2,413,3,3,100000,2,3,3,0
8096,1,0,32,50000,1,0,46253,4,4,101998,3,1,0,0
8097,0,1,37,190000,0,2,44098,-1,4,264582,3,1,0,0
8099,1,0,33,10000,1,0,10146,4,4,101158,3,1,0,0
8100,0,0,32,200000,1,0,10701,4,2,100000,-1,3,3,0
8101,0,3,42,230000,1,2,390,3,3,100390,2,2,2,0
8102,0,2,28,390000,0,0,249265,4,4,108903,3,1,0,0
8103,1,0,38,360000,0,4,0,2,2,100000,1,2,0,0
8104,0,1,26,200000,1,0,201642,4,4,107671,3,1,0,1
8105,1,2,38,60000,1,0,30013,6,4,102000,3,0,1,1
8106,0,0,35,240000,1,1,32463,6,6,101800,5,0,1,1
8107,0,1,35,20000,0,4,0,2,2,101492,1,3,3,0
8108,0,0,47,360000,1,2,410,-1,3,103620,2,1,0,0
8109,1,0,35,50000,1,1,48047,5,4,100000,-1,1,2,1
8110,1,2,38,30000,0,1,24172,5,4,100000,3,1,1,0
8111,0,2,33,150000,0,4,24393,2,2,127007,1,3,3,0
8112,0,0,37,160000,0,2,12037,3,3,105123,3,1,0,0
8113,1,0,38,110000,1,0,42617,4,4,101678,3,1,0,0
8114,0,0,31,200000,0,4,1507,2,2,100000,1,3,3,0
8115,1,0,30,420000,0,0,122418,4,4,104816,3,1,0,0
8116,1,0,36,180000,0,0,134496,4,4,106600,3,1,0,0
8117,1,0,28,30000,0,0,26177,6,4,101800,5,0,1,1
8118,0,1,44,50000,1,0,13881,4,6,103483,3,1,0,0
8119,0,0,27,30000,1,0,27347,4,6,105500,3,1,0,0
8120,0,1,43,230000,1,2,0,5,6,105655,2,1,2,0
8121,0,0,25,80000,0,4,0,2,2,100000,1,3,3,0
8122,0,2,47,180000,1,0,174648,4,4,105000,3,1,0,0
8123,0,0,30,300000,1,4,0,2,2,100000,1,3,3,0
8124,0,0,60,160000,1,4,16060,2,2,101605,1,3,3,0
8125,1,0,31,80000,0,0,50244,4,4,101835,-1,4,1,0
8126,0,0,23,60000,0,0,45995,-1,4,102400,3,1,0,0
8127,0,0,25,80000,1,0,78639,4,4,103200,3,1,1,0
8128,1,2,37,310000,1,0,190704,4,4,107787,3,1,0,0
8129,1,2,62,440000,1,0,14721,4,4,104909,2,0,0,0
8130,1,0,27,20000,0,4,0,5,2,100000,1,3,3,1
8131,0,0,42,430000,1,0,89395,4,4,103243,3,1,0,0
8132,0,1,46,50000,1,1,8354,-1,3,100000,6,0,0,1
8133,0,3,36,200000,1,2,2353,3,3,103011,2,2,2,0
8134,0,2,27,60000,0,0,23690,4,4,101283,3,1,0,0
8135,0,2,29,90000,0,0,9124,4,4,110000,3,1,0,0
8136,0,2,42,50000,0,0,34218,6,4,101893,5,0,1,1
8137,1,0,26,50000,1,4,0,-1,2,100000,2,2,2,0
8138,1,1,40,20000,1,0,20167,4,4,101308,3,1,0,0
8139,0,0,26,120000,1,2,9267,3,3,129600,2,3,2,0
8140,0,0,43,250000,1,0,82650,4,4,103503,-1,1,0,0
8141,1,2,35,260000,0,1,149124,5,4,100000,3,0,0,1
8142,1,2,33,280000,0,4,0,2,2,100000,-1,3,3,0
8143,0,0,22,50000,0,0,50180,4,4,102100,3,3,3,0
8144,1,0,38,280000,1,4,3596,2,2,100963,1,3,3,0
8145,0,0,24,60000,0,1,150,7,6,100000,5,0,2,1
8146,0,2,33,350000,0,4,-2,2,2,100000,1,3,3,0
8147,1,0,36,20000,1,1,19006,5,6,100000,5,0,0,1
8148,1,0,41,100000,1,2,91,3,3,100957,2,1,0,1
8149,0,0,31,230000,1,2,0,5,4,102716,3,1,0,0
8150,1,0,41,60000,1,0,47963,4,4,102308,3,1,0,0
8151,0,0,39,230000,1,2,5650,4,4,103798,3,2,0,1
8152,0,2,37,330000,1,2,4785,3,3,103523,2,1,2,0
8153,0,0,29,100000,0,0,95205,-1,6,109300,3,1,1,1
8154,1,0,51,60000,1,0,60557,4,4,103040,3,1,0,0
8155,0,0,39,120000,1,0,44630,4,4,101999,3,1,0,0
8156,1,0,27,230000,0,2,396,3,3,100396,2,2,2,0
8157,1,1,57,10000,1,0,7525,4,4,101276,5,0,0,0
8158,0,1,37,240000,0,4,-3,5,3,100000,2,2,2,0
8159,0,0,30,470000,0,0,26549,4,4,101420,3,1,0,0
8160,0,1,43,80000,1,1,66852,-1,6,103000,-1,4,1,1
8161,0,0,23,50000,0,0,49809,4,4,102040,3,1,0,0
8162,0,0,30,80000,0,0,80681,4,6,106900,3,1,0,0
8163,0,0,44,280000,1,2,9713,3,3,100264,-1,2,2,0
8164,0,2,31,240000,0,4,6887,-1,2,101926,1,3,3,0
8165,0,2,24,20000,0,0,19167,4,4,101585,-1,1,0,0
8166,1,0,38,20000,1,0,18596,3,4,101342,3,1,0,0
8167,0,0,25,40000,1,0,11273,4,4,101520,3,1,0,0
8168,1,1,26,200000,0,0,72763,6,4,105041,3,1,0,1
8169,0,0,29,30000,0,1,13519,6,6,103211,3,1,0,1
8170,1,2,44,100000,1,0,81786,-1,4,103400,3,0,0,0
8171,0,2,31,280000,0,2,103,6,3,100168,1,3,3,0
8172,0,2,37,120000,0,1,744,6,6,100444,5,0,1,1
8173,1,2,35,210000,0,2,6808,3,3,104960,-1,2,2,0
8174,1,2,34,140000,1,1,104651,6,6,105000,5,1,0,1
8175,0,0,36,200000,0,0,138636,4,4,105048,3,1,0,0
8176,1,2,39,200000,1,0,91415,4,4,120387,3,1,0,0
8177,0,2,31,250000,1,2,315,3,3,100000,-1,2,3,0
8178,0,0,25,200000,0,0,195520,4,4,107080,3,1,0,0
8179,1,0,38,50000,1,1,58102,5,4,102500,3,1,0,0
8180,0,0,26,130000,0,0,84133,-1,4,102758,3,1,0,0
8181,0,2,22,30000,0,4,8066,-1,2,104869,1,3,3,0
8182,0,0,31,70000,1,0,72286,4,4,102600,-1,1,0,0
8183,0,0,42,30000,0,2,836,3,6,101672,2,2,2,0
8184,1,0,42,70000,1,5,59130,8,8,102272,7,6,5,1
8185,0,0,59,80000,2,0,80893,4,4,102799,3,1,0,1
8186,1,2,37,150000,1,4,22109,2,2,110943,1,3,3,1
8187,0,2,25,20000,0,0,11968,4,6,102800,3,1,0,1
8188,0,1,40,330000,1,0,81084,4,4,103100,3,1,0,0
8189,1,0,26,30000,1,4,-201,2,2,100550,1,2,0,0
8190,0,0,23,130000,0,0,113900,4,4,105000,3,1,0,0
8191,0,1,39,70000,2,0,34244,4,3,103000,3,2,0,0
8192,1,2,46,500000,1,4,18664,2,2,168013,1,3,2,0
8193,1,1,45,50000,0,0,46842,4,4,102356,3,3,3,0
8194,1,2,26,100000,0,0,7136,4,4,101500,3,1,0,0
8195,1,2,53,600000,1,1,467150,6,4,100000,3,1,0,1
8196,0,2,27,290000,0,0,109746,4,4,104000,3,1,0,0
8197,1,1,40,340000,1,0,77181,4,4,105305,3,1,0,0
8198,0,2,28,200000,0,2,0,5,7,100344,5,0,3,0
8199,0,2,35,130000,1,0,81313,4,4,140000,2,2,2,0
8200,0,0,24,390000,1,0,16406,4,4,101500,3,1,0,0
8201,1,2,69,500000,1,4,1149,2,2,100205,1,3,3,0
8202,1,0,24,20000,0,1,5266,6,6,101000,-1,1,0,1
8203,1,0,25,80000,0,0,8852,4,4,101000,2,1,0,1
8204,1,0,52,20000,1,4,990,2,2,102990,1,3,3,0
8205,1,0,45,360000,1,2,18552,3,3,100836,2,2,2,0
8206,0,1,53,10000,0,2,1473,-1,6,102095,2,2,3,1
8207,0,0,49,160000,1,2,16982,3,6,104980,3,1,1,0
8208,0,2,27,110000,0,0,52426,4,4,101772,3,1,0,0
8209,0,1,47,30000,0,0,29851,4,4,101500,3,1,0,0
8210,1,1,25,90000,0,0,6822,4,4,101172,3,3,3,1
8211,1,0,35,300000,1,0,142378,4,4,108000,5,1,0,1
8212,0,1,39,100000,0,2,1130,3,3,100600,2,2,2,0
8213,0,2,27,130000,0,4,-24,5,3,100326,3,1,0,1
8214,1,0,31,50000,0,0,20526,4,4,102000,3,1,0,1
8215,1,1,47,50000,1,4,0,5,2,100000,1,3,3,0
8216,0,0,43,30000,1,1,28703,6,6,101300,-1,0,0,0
8217,1,0,22,50000,0,0,38311,4,4,120052,3,1,0,0
8218,0,0,35,100000,0,2,326,-1,3,102691,-1,2,0,1
8219,0,0,43,340000,1,4,33245,2,2,100249,1,3,3,0
8220,0,0,37,80000,0,4,3946,2,2,100000,-1,3,3,0
8221,0,0,35,260000,0,4,-7,2,2,100000,1,3,3,0
8222,1,2,27,130000,0,0,87685,4,4,103300,3,1,0,0
8223,1,2,31,100000,0,2,3746,3,3,112077,2,2,2,0
8224,0,0,28,150000,1,2,5527,-1,3,101000,-1,1,0,0
8225,1,2,35,150000,1,0,165441,6,4,107300,3,1,0,1
8226,0,2,34,330000,0,0,203,3,3,101503,3,1,0,0
8227,1,1,39,50000,3,0,31514,4,4,101710,3,1,0,0
8228,0,2,36,150000,1,4,14843,2,2,114528,1,3,3,0
8229,0,1,30,50000,0,0,16986,4,4,101186,5,2,2,1
8230,1,0,35,310000,0,0,259636,4,4,110000,3,1,0,0
8231,1,0,45,110000,1,0,112987,4,6,107000,3,1,0,1
8232,1,1,40,130000,2,0,88222,6,4,103515,3,1,0,0
8233,0,1,22,50000,1,1,40247,6,6,100900,5,0,1,0
8234,0,2,41,220000,0,2,2500,3,2,100000,1,3,3,0
8235,1,2,42,120000,1,1,63598,-1,4,100000,3,0,0,0
8236,0,0,24,20000,0,0,13542,4,4,101543,3,1,0,0
8237,1,0,31,340000,1,0,63098,4,4,102338,3,1,0,1
8238,1,2,37,350000,1,4,916,2,2,101133,1,3,3,0
8239,0,0,22,30000,0,0,29449,4,4,101402,3,1,0,0
8240,1,2,37,130000,0,0,109383,4,4,105300,3,1,0,0
8241,0,0,27,50000,0,0,27314,4,4,101500,3,1,3,0
8242,1,1,58,180000,1,1,36086,6,6,102000,5,0,1,1
8243,0,2,44,550000,0,2,27093,4,3,130820,3,1,2,0
8244,0,0,41,280000,1,2,268,5,3,100509,2,2,3,0
8245,0,0,36,50000,1,1,46203,6,6,100000,5,1,0,0
8246,0,0,45,370000,1,0,162526,4,4,110000,3,0,1,0
8247,0,1,33,60000,1,1,56326,5,4,100000,3,0,0,0
8248,1,0,51,70000,0,0,67880,-1,4,103028,3,1,0,0
8249,1,0,38,290000,1,2,3137,3,3,108042,-1,2,0,0
8250,1,1,26,80000,0,1,71661,5,6,100000,5,0,1,0
8251,1,1,31,360000,1,4,0,-1,3,100392,2,1,0,0
8252,0,2,47,20000,1,0,13963,4,4,101500,5,1,0,1
8253,1,0,24,50000,0,0,14937,4,3,103027,2,1,0,0
8254,1,1,47,20000,1,1,14328,6,6,103114,5,0,0,1
8255,1,0,37,150000,1,0,100894,4,4,104700,3,1,0,0
8256,1,2,35,500000,1,0,143839,4,4,104844,3,0,0,0
8257,1,0,26,30000,0,0,29160,4,4,102015,3,1,0,0
8258,0,2,42,330000,1,2,899,3,3,107448,2,2,2,0
8259,1,2,28,260000,0,4,825,2,2,100650,1,3,3,0
8260,0,0,38,20000,1,5,18666,7,7,100000,5,0,1,1
8261,0,0,24,30000,0,0,1513,3,4,126500,3,1,0,0
8262,0,2,22,70000,1,0,64525,4,4,103093,-1,0,0,0
8263,1,0,42,10000,1,1,9860,3,4,100000,3,0,1,1
8264,0,2,30,310000,0,0,304329,4,4,114027,3,1,0,0
8265,1,2,35,230000,0,4,0,-1,2,113371,1,3,3,0
8266,1,2,39,230000,1,2,660,3,3,100660,2,2,2,0
8267,1,0,29,140000,0,0,132629,4,4,105000,3,3,3,0
8268,0,2,29,80000,1,2,2175,3,3,100358,2,1,2,0
8269,0,0,26,260000,0,2,28,-1,2,100288,1,3,3,0
8270,1,0,37,450000,0,0,457627,4,3,101000,2,1,0,0
8271,0,2,28,280000,0,2,3678,3,3,103658,3,1,2,0
8272,0,0,36,170000,1,1,15031,6,6,102500,5,0,1,1
8273,1,0,36,290000,1,2,16082,3,3,127411,2,2,2,0
8274,1,2,42,220000,1,0,3208,4,6,106000,-1,3,3,0
8275,1,0,37,200000,1,0,4757,4,4,101500,3,1,0,0
8276,0,2,36,200000,1,2,2444,3,3,101301,2,2,2,0
8277,1,2,30,320000,0,4,5562,2,2,106091,1,3,3,0
8278,0,4,54,300000,1,4,0,5,2,100000,1,3,3,0
8279,0,2,23,20000,0,2,1207,3,3,100000,2,2,2,0
8280,1,0,28,100000,0,4,0,2,2,100000,1,2,2,0
8281,1,0,27,260000,0,0,150943,4,4,105501,-1,1,0,0
8282,0,4,34,510000,1,4,10554,2,3,101074,3,2,2,0
8283,1,2,45,30000,1,1,25829,5,6,100000,5,4,1,0
8284,0,0,22,20000,0,0,11192,4,6,105000,-1,1,1,0
8285,1,0,36,30000,1,2,0,5,3,100780,-1,1,0,0
8286,0,2,54,500000,1,0,428841,4,4,115703,-1,1,0,0
8287,0,0,43,20000,1,0,16510,4,4,101558,3,1,0,1
8288,1,0,27,50000,0,0,48603,4,4,101963,3,1,0,1
8289,0,2,36,220000,1,1,4086,5,3,100000,5,2,4,1
8290,0,2,46,370000,1,2,26555,3,3,101572,3,1,2,0
8291,1,2,42,220000,1,2,2358,3,3,100156,-1,1,2,0
8292,0,2,38,170000,1,0,5556,4,2,100000,1,3,3,0
8293,0,0,34,50000,1,0,42050,4,4,110000,5,1,0,0
8294,0,0,43,80000,1,0,68612,6,4,103100,3,1,0,0
